actor,starmeter rank,google results
Sacha Baron Cohen,974,728000
Amanda Peet,975,991000
Rupert Grint,976,3880000
Michael Clarke Duncan,977,454000
Peter Jackson,978,12200000
Amelia Warner,979,618000
Elizabeth Berkley,980,787000
Brittany Daniel,981,564000
Annet Mahendru,982,218000
Patrick Dempsey,983,4140000
Mary Steenburgen,984,548000
Kelly Reilly,985,502000
Mike Myers,986,792000
Addison Timlin,987,466000
Robert Patrick,988,617000
Eloise Mumford,989,434000
Cole Sprouse,990,633000
Sherilyn Fenn,991,3690000
Jimmi Simpson,992,252000
Aly Michalka,993,609000
Rory McCann,994,357000
JoAnna Garcia Swisher,995,188000
Camilla Luddington,996,498000
Danica McKellar,997,693000
Guy Ritchie,998,1470000
Monica Potter,999,466000
Jason Segel,1000,1010000
Toby Kebbell,1001,430000
Charlotte Rampling,1002,721000
Trai Byers,1003,150000
Danny Trejo,1004,5170000
Katrina Law,1005,505000
Randall Miller,1006,537000
Christopher Plummer,1007,808000
Scott Speedman,1008,507000
Simon Helberg,1009,556000
Sean Young,1010,517000
Ben Kingsley,1011,1600000
Joanne Froggatt,1012,504000
Jewel Staite,1013,533000
Rita Ora,1014,31800000
Archie Panjabi,1015,437000
Charlotte Gainsbourg,1016,1260000
Mozhan Marnò,1017,45500
Kelly McGillis,1018,437000
Jacinda Barrett,1019,397000
Gina Torres,1020,479000
Stellan Skarsgård,1021,574000
Robert Knepper,1022,461000
Troian Bellisario,1023,772000
Laura Carmichael,1024,437000
Charlie Sheen,1025,18900000
Andie MacDowell,1026,819000
Allison Williams,1027,1120000
J.J. Abrams,1028,8410000
Phoebe Tonkin,1029,1010000
Jodi Lyn O'Keefe,1030,388000
Kurt Sutter,1031,481000
Melissa Joan Hart,1032,957000
Kristin Kreuk,1033,1020000
Minnie Driver,1034,806000
Sam Strike,1035,252000
Agnes Bruckner,1036,436000
Joseph Morgan,1037,822000
Billie 'Buckwheat' Thomas,1038,16500
Gaby Hoffmann,1039,393000
Andy Serkis,1040,1670000
Kathryn Hahn,1041,462000
Allen Leech,1042,429000
Ben Barnes,1043,842000
Michelle Borth,1044,437000
Billy Bob Thornton,1045,921000
Nora-Jane Noone,1046,96100
Simon Baker,1047,842000
Patrick Warburton,1048,438000
Tania Raymonde,1049,404000
Steven Yeun,1050,694000
Kerr Smith,1051,386000
Jessica Szohr,1052,948000
Marton Csokas,1053,448000
Connie Britton,1054,897000
Goldie Hawn,1055,4700000
Steven Seagal,1056,8110000
Jeremy Sisto,1057,452000
Antonio Banderas,1058,17800000
Zuleikha Robinson,1059,320000
Piper Perabo,1060,732000
Amy Acker,1061,633000
Tara Reid,1062,1940000
Alexis Arquette,1063,304000
Daniela Ruah,1064,642000
Laverne Cox,1065,659000
Indira Varma,1066,478000
Molly C. Quinn,1067,364000
Garret Dillahunt,1068,414000
Wei Zhao,1069,411000
Joss Whedon,1070,6580000
Katy Perry,1071,129000000
Donna Murphy,1072,404000
David Krumholtz,1073,392000
Suki Waterhouse,1074,2100000
Paul Thomas Anderson,1075,842000
Joseph Gilgun,1076,222000
Justin Chatwin,1077,452000
Deborah Ann Woll,1078,609000
Rachelle Lefevre,1079,574000
Brandon Routh,1080,718000
Robin Lord Taylor,1081,432000
Ron Livingston,1082,458000
Annabelle Wallis,1083,529000
Ella Purnell,1084,213000
Kelly Macdonald,1085,523000
Danielle Harris,1086,509000
Tommy Lee Jones,1087,3910000
Liam McIntyre,1088,460000
Adam Levine,1089,21800000
Kelly Preston,1090,738000
Lucy Punch,1091,417000
Damon Wayans Jr.,1092,526000
Rebecca Hall,1093,787000
Benji Madden,1094,1130000
Randall Park,1095,2980000
David Duchovny,1096,1170000
Angie Harmon,1097,927000
George Blagden,1098,270000
Eric Roberts,1099,660000
Brooke Shields,1100,1870000
Claire Holt,1101,767000
Frances O'Connor,1102,386000
Jennifer Esposito,1103,521000
Natasha Richardson,1104,797000
Mira Sorvino,1105,614000
Christian Slater,1106,868000
Wes Bentley,1107,1240000
William Shatner,1108,6600000
Aidan Gillen,1109,448000
Adam Driver,1110,607000
Matt Czuchry,1111,399000
Rachel Hurd-Wood,1112,435000
Courtney Love,1113,8990000
Sophia Loren,1114,7770000
Ornella Muti,1115,816000
Johnny Knoxville,1116,4810000
Chelsea Pereira,1117,28900
Timothy Hutton,1118,512000
M. Night Shyamalan,1119,713000
Matt Smith,1120,8150000
Adam DeVine,1121,495000
Sarah Jessica Parker,1122,15200000
Nonso Anozie,1123,352000
Dolph Lundgren,1124,4580000
Steve Martin,1125,8140000
Hugh Dancy,1126,646000
Patrick J. Adams,1127,426000
Richard Harris,1128,689000
Seth MacFarlane,1129,5540000
Lauren Holly,1130,494000
Josh Dallas,1131,523000
Bianca Kajlich,1132,431000
Paul Dano,1133,907000
Martin Short,1134,746000
Michael J. Fox,1135,7570000
Noureen DeWulf,1136,476000
Mindy Kaling,1137,1100000
Jason Lee,1138,2240000
Toby Stephens,1139,413000
Lupita Nyong'o,1140,11400000
Selma Blair,1141,980000
Thandie Newton,1142,897000
Bellamy Young,1143,630000
Leven Rambin,1144,492000
Christopher Walken,1145,5490000
Vinnie Jones,1146,618000
Claire Forlani,1147,624000
Kim Richards,1148,1060000
Cierra Ramirez,1149,295000
Rinko Kikuchi,1150,651000
Clara Paget,1151,297000
Brad Bird,1152,688000
Sarah Chalke,1153,670000
Carrie-Anne Moss,1154,669000
Paz Vega,1155,1050000
Zoey Deutch,1156,557000
John Malkovich,1157,3460000
Hilary Swank,1158,1480000
Molly Stanton,1159,77200
Danny DeVito,1160,938000
Kathy Hilton,1161,565000
Jonathan Lipnicki,1162,353000
Lily Rabe,1163,470000
Mia Sara,1164,455000
Hugh Grant,1165,5810000
Tina Majorino,1166,366000
Michael Rooker,1167,548000
Jaden Smith,1168,11300000
Raquel Welch,1169,937000
Beth Behrs,1170,642000
Peter MacNicol,1171,560000
Mary McCormack,1172,428000
Zendaya,1173,18300000
Demi Lovato,1174,66300000
Susan Sarandon,1175,7000000
Kate Walsh,1176,1070000
Laura Spencer,1177,269000
Cristin Milioti,1178,494000
Michael Biehn,1179,513000
Ray Stevenson,1180,616000
Edward Furlong,1181,505000
Christopher Mintz-Plasse,1182,535000
Michael Pitt,1183,594000
Ellen DeGeneres,1184,26000000
Tom Mison,1185,422000
Sasha Alexander,1186,620000
Sam Riley,1187,508000
Jeri Ryan,1188,640000
Jaime Murray,1189,533000
Charlie Day,1190,652000
Golshifteh Farahani,1191,578000
Jeremy Irons,1192,953000
Nestor Carbonell,1193,385000
Lea Thompson,1194,767000
Giovanni Ribisi,1195,628000
Daniel Brühl,1196,575000
Jemaine Clement,1197,451000
Andy Whitfield,1198,534000
Chace Crawford,1199,1320000
Laura Haddock,1200,473000
Mark-Paul Gosselaar,1201,547000
Aubrey Dollar,1202,215000
Katy Mixon,1203,448000
Michael B. Jordan,1204,1090000
Tony Goldwyn,1205,580000
Jack Black,1206,14400000
Michael Shannon,1207,704000
Ralph Macchio,1208,510000
Alec Baldwin,1209,9110000
Skyler Gisondo,1210,183000
Madison Pettis,1211,3090000
Diane Keaton,1212,1100000
Jolene Blalock,1213,508000
Danielle Campbell,1214,527000
Luke Grimes,1215,531000
Sally Field,1216,1170000
Ben McKenzie,1217,563000
Zoe Kazan,1218,457000
Sarah Lancaster,1219,414000
Paul Wesley,1220,7520000
Makenzie Leigh,1221,130000
Erika Christensen,1222,533000
Austin Butler,1223,779000
Stephanie Beatriz,1224,224000
Christopher Lee,1225,6180000
Benicio Del Toro,1226,1020000
Kim Coates,1227,431000
Pablo Schreiber,1228,337000
Jennifer Jason Leigh,1229,593000
Donald Glover,1230,638000
Christina Applegate,1231,1110000
Ron Howard,1232,2820000
Carla Gallo,1233,363000
Daniel Gillies,1234,637000
Shannon Elizabeth,1235,775000
Thomas Dekker,1236,622000
Rob McElhenney,1237,295000
Jodie Whittaker,1238,475000
Elizabeth Marvel,1239,223000
Alan Ritchson,1240,507000
Lauren German,1241,434000
Mindy Robinson,1242,374000
Glenne Headly,1243,306000
Jamie Foxx,1244,20100000
Meghan Ory,1245,410000
Gabrielle Union,1246,1690000
Patrick Wilson,1247,895000
Timothy Omundson,1248,311000
A.J. Cook,1249,624000
Kim Cattrall,1250,1030000
Wilmer Valderrama,1251,1250000
Valorie Curry,1252,317000
Elisabeth Röhm,1253,218000
Hanna Alström,1254,59200
Chevy Chase,1255,12600000
Liev Schreiber,1256,2960000
Dermot Mulroney,1257,621000
Amber Tamblyn,1258,637000
Rebecca Ferguson,1259,922000
Donald Sutherland,1260,940000
Laura Linney,1261,715000
Boyd Holbrook,1262,458000
Jackie Earle Haley,1263,472000
Max Martini,1264,434000
Neve Campbell,1265,800000
Emily Deschanel,1266,1090000
Josh Lucas,1267,572000
Jessica Lowndes,1268,1240000
Scott Michael Foster,1269,341000
Guillermo del Toro,1270,6410000
Alana De La Garza,1271,434000
AJ Michalka,1272,522000
Ian McShane,1273,621000
Elizabeth Mitchell,1274,7120000
Jennette McCurdy,1275,15400000
Sofia Vassilieva,1276,349000
Mark Pellegrino,1277,428000
Meagan Good,1278,4510000
Bradley Whitford,1279,609000
Lindsey Morgan,1280,395000
Dax Shepard,1281,611000
Eric Dane,1282,734000
Dominic West,1283,551000
Kevin James,1284,1830000
Vanessa Marano,1285,468000
Kristy Swanson,1286,488000
Gabrielle Anwar,1287,506000
Aishwarya Rai Bachchan,1288,1550000
America Ferrera,1289,1050000
Bill Paxton,1290,782000
Martin Starr,1291,372000
Amanda Crew,1292,452000
Mandy Patinkin,1293,577000
Maya Rudolph,1294,866000
Becki Newton,1295,491000
Max Irons,1296,558000
Geoffrey Rush,1297,785000
Uzo Aduba,1298,501000
Zoe McLellan,1299,307000
Shay Mitchell,1300,5520000
Scott Foley,1301,471000
Frankie Muniz,1302,471000
Emmanuel Lewis,1303,173000
Judd Apatow,1304,1110000
Maureen McCormick,1305,449000
Antje Traue,1306,470000
Sean Astin,1307,653000
Dustin Hoffman,1308,6170000
Julia Ormond,1309,528000
James Norton,1310,378000
Michael Douglas,1311,11700000
Amber Valletta,1312,767000
Tobey Maguire,1313,1120000
Sibel Kekilli,1314,1570000
Frank Grillo,1315,490000
Diego Luna,1316,810000
David Morrissey,1317,496000
Eva Amurri Martino,1318,194000
Jake Lacy,1319,153000
Michael Cera,1320,789000
Brendan Gleeson,1321,649000
Madeline Zima,1322,496000
Kara Hayward,1323,216000
Sam Simon,1324,6680000
Meaghan Rath,1325,235000
Gina Gershon,1326,817000
Jack Davenport,1327,430000
Jane Seymour,1328,1210000
Eve Harlow,1329,67200
Teri Polo,1330,536000
Jackie Sandler,1331,122000
Emilio Estevez,1332,523000
Sara Chase,1333,55000
Felicia Day,1334,611000
Jason Ritter,1335,440000
Jamie Lee Curtis,1336,1040000
Dichen Lachman,1337,265000
Daveigh Chase,1338,454000
James Cameron,1339,10500000
Giancarlo Esposito,1340,477000
James Caan,1341,844000
Candace Cameron Bure,1342,517000
John Francis Daley,1343,383000
Jonny Weston,1344,386000
Dan Aykroyd,1345,984000
Tia Carrere,1346,667000
Josh Peck,1347,3150000
Sean Faris,1348,488000
Caterina Scorsone,1349,290000
Luke Pasqualino,1350,505000
Bill Hader,1351,788000
John Stamos,1352,1040000
Jessica Paré,1353,326000
Clive Owen,1354,1090000
Sara Paxton,1355,621000
Pamela Adlon,1356,382000
Henry Ian Cusick,1357,394000
Janina Gavankar,1358,464000
Toni Collette,1359,726000
Rainn Wilson,1360,644000
Julia Campbell,1361,202000
Janet McTeer,1362,414000
Charlie Ray,1363,200000
Julia Garner,1364,225000
Ethan Suplee,1365,448000
David Strathairn,1366,565000
Matthew Macfadyen,1367,474000
Julianne Nicholson,1368,380000
Timothy Dalton,1369,605000
Allison Scagliotti,1370,402000
Laura Benanti,1371,397000
Viva Bianca,1372,489000
Rian Johnson,1373,576000
Julie Ann Emery,1374,127000
Dean Norris,1375,483000
Jimmy Fallon,1376,47500000
Gregory Peck,1377,863000
Seann William Scott,1378,556000
Sam Underwood,1379,203000
Ben Woolf,1380,678000
Mark Harmon,1381,749000
Lara Flynn Boyle,1382,533000
Mark Duplass,1383,581000
Michelle Fairley,1384,488000
Ryan Newman,1385,815000
Ksenia Solo,1386,390000
Chris Wood,1387,584000
Hannah Simone,1388,533000
Quvenzhané Wallis,1389,491000
Alexandra Park,1390,515000
Ellen Barkin,1391,680000
Ethan Embry,1392,383000
Crispin Glover,1393,500000
Elyes Gabel,1394,371000
Justin Timberlake,1395,46700000
Gabourey Sidibe,1396,992000
Yara Shahidi,1397,234000
Joseph Mazzello,1398,317000
Nichole Bloom,1399,132000
Ally Sheedy,1400,771000
Ingrid Bolsø Berdal,1401,278000
Anna Torv,1402,610000
John Turturro,1403,665000
Joshua John Miller,1404,44000
John Goodman,1405,1500000
Elias Koteas,1406,446000
Kate Mulgrew,1407,472000
Jesse Williams,1408,681000
Tim Robbins,1409,769000
Aaron Stanford,1410,397000
Aidan Quinn,1411,503000
DJ Qualls,1412,365000
Charisma Carpenter,1413,832000
Sara Rue,1414,444000
Dina Meyer,1415,460000
Daryl Hannah,1416,851000
Kodi Smit-McPhee,1417,449000
Emily Wickersham,1418,370000
Peyton List,1419,3050000
Lorraine Bracco,1420,441000
Emily Mortimer,1421,680000
Kristanna Loken,1422,639000
Burn Gorman,1423,354000
Alfie Allen,1424,507000
Joshua Jackson,1425,845000
Tim Roth,1426,750000
Hannah New,1427,414000
Sandrine Holt,1428,356000
Roselyn Sanchez,1429,776000
Wilson Bethel,1430,361000
John Hurt,1431,935000
Olivia Thirlby,1432,483000
Rosanna Arquette,1433,621000
Jane Fonda,1434,7780000
Eka Darville,1435,120000
Mischa Barton,1436,1660000
Madison Lintz,1437,91500
Ellen Hollman,1438,287000
Marla Sokoloff,1439,931000
Jenny McCarthy,1440,3610000
Evanna Lynch,1441,639000
Harry Lloyd,1442,395000
Thomas Jane,1443,726000
Cory Monteith,1444,5540000
John Wayne,1445,17600000
Megyn Price,1446,375000
Kirstie Alley,1447,983000
Kiefer Sutherland,1448,1170000
Shemar Moore,1449,4210000
Naomie Harris,1450,850000
Morgan Saylor,1451,286000
Embeth Davidtz,1452,396000
Jose Pablo Cantillo,1453,369000
Ana de la Reguera,1454,662000
Tanit Phoenix,1455,429000
Natasha Henstridge,1456,661000
Ashley Olsen,1457,2000000
Jeremy Piven,1458,881000
Vanessa Lengies,1459,371000
Patricia Heaton,1460,626000
Rachel Skarsten,1461,339000
Sara Foster,1462,459000
Jane Levy,1463,539000
Jake T. Austin,1464,833000
Santiago Cabrera,1465,403000
Amanda Righetti,1466,625000
Malese Jow,1467,433000
Marcia Gay Harden,1468,742000
Eric Christian Olsen,1469,464000
Rafe Spall,1470,455000
Jennifer Beals,1471,611000
Essie Davis,1472,377000
Justin Long,1473,919000
Burt Reynolds,1474,2850000
Megan Mullally,1475,486000
Tiya Sircar,1476,336000
Laura Dern,1477,932000
Angela Lansbury,1478,746000
Betty White,1479,8720000
Ann-Margret,1480,668000
Carol Ann Susi,1481,410000
Michael Bay,1482,8420000
Pedro Pascal,1483,429000
Gene Hackman,1484,862000
Dominic Purcell,1485,940000
Kelly Lynch,1486,509000
Jeremy Allen White,1487,340000
Josh Holloway,1488,700000
Bethany Joy Lenz,1489,406000
Ona Grauer,1490,160000
David Lynch,1491,10800000
Cyd Charisse,1492,460000
Lindy Booth,1493,419000
Misha Collins,1494,2120000
Julia Louis-Dreyfus,1495,1140000
Teri Hatcher,1496,1110000
Clancy Brown,1497,509000
Judy Garland,1498,7910000
Sarah Wright,1499,428000
Bridget Fonda,1500,553000
Dan Fogler,1501,370000
Donnie Wahlberg,1502,625000
Alan Cumming,1503,710000
Melissa Fumero,1504,361000
Holly Hunter,1505,681000
Matthew Lillard,1506,438000
Kaitlin Olson,1507,372000
Linus Roache,1508,335000
James Gandolfini,1509,901000
Jesse Spencer,1510,524000
Kat Graham,1511,997000
Joey Lauren Adams,1512,385000
Antony Starr,1513,326000
Chris Tucker,1514,6030000
Natascha McElhone,1515,435000
Ray Liotta,1516,753000
Haley Bennett,1517,634000
Thomas McDonell,1518,357000
Matthias Schoenaerts,1519,506000
Krista Allen,1520,656000
Devon Sawa,1521,401000
Hayley Orrantia,1522,156000
Jared Gilmore,1523,271000
Sami Gayle,1524,403000
Jake Johnson,1525,599000
Annie Parisse,1526,360000
Marilyn Manson,1527,21300000
Kunal Nayyar,1528,494000
Melissa Marie Elias,1529,27300
Ryan Kwanten,1530,738000
Dan Gauthier,1531,84300
Chris O'Dowd,1532,574000
Nathan Darrow,1533,58300
Britney Spears,1534,115000000
Josh Charles,1535,442000
Busy Philipps,1536,713000
Adam Baldwin,1537,495000
Sarah Silverman,1538,3450000
Saffron Burrows,1539,452000
Troy Baker,1540,483000
Sarah Jones,1541,655000
Kyle MacLachlan,1542,543000
Matthew Rhys,1543,478000
Shawn Ashmore,1544,492000
David Boreanaz,1545,914000
Russell Tovey,1546,749000
Margo Harshman,1547,247000
Rumer Willis,1548,5530000
Jasmine Guy,1549,398000
Angus T. Jones,1550,419000
Shannyn Sossamon,1551,503000
Stuart Townsend,1552,452000
Maxim Roy,1553,165000
Lotte Verbeek,1554,275000
Isabelle Fuhrman,1555,522000
Mia Kirshner,1556,487000
Natalia Tena,1557,419000
Catherine Keener,1558,599000
Sean Patrick Flanery,1559,430000
Cleopatra Coleman,1560,89800
Heida Reed,1561,86900
Crystal Reed,1562,651000
Soleil Moon Frye,1563,735000
Joseph Fiennes,1564,536000
Alison Lohman,1565,548000
Linda Hamilton,1566,598000
Mizuo Peck,1567,115000
Kristin Scott Thomas,1568,900000
Scott Porter,1569,435000
Merritt Patterson,1570,371000
Michael Gambon,1571,638000
Christopher Lloyd,1572,735000
Sissy Spacek,1573,618000
Vincent Kartheiser,1574,404000
Kaitlyn Dever,1575,454000
Lynn Redgrave,1576,396000
Eva Longoria,1577,23200000
Jason Beghe,1578,366000
Kevin McKidd,1579,536000
Rockmond Dunbar,1580,333000
Kevin Zegers,1581,647000
Angela Bettis,1582,271000
Brit Marling,1583,534000
Eddie McClintock,1584,259000
Jenny Slate,1585,517000
Tyler Posey,1586,890000
Colin Hanks,1587,522000
Jamie Brewer,1588,388000
Carmen Electra,1589,10500000
Lou Ferrigno,1590,608000
Joseph Kosinski,1591,664000
Reagan Pasternak,1592,60200
Adèle Exarchopoulos,1593,510000
India Ennenga,1594,138000
Atticus Shaffer,1595,238000
Amy Schumer,1596,4150000
William Fichtner,1597,543000
Jean-Luc Bilodeau,1598,442000
Emily Watson,1599,645000
Geno Segers,1600,72800
Alfred Hitchcock,1601,15100000
Dennis Quaid,1602,908000
Richard Linklater,1603,1800000
Olivia Williams,1604,551000
Audrey Tautou,1605,1130000
Cliff Curtis,1606,449000
Kristin Chenoweth,1607,4180000
Mary Badham,1608,136000
Zosia Mamet,1609,484000
Daniella Kertesz,1610,255000
Ben Mendelsohn,1611,467000
Avan Jogia,1612,674000
Sophie Nélisse,1613,264000
Amy Bailey,1614,223000
Corey Feldman,1615,572000
Amber Scott,1616,246000
Samantha Morton,1617,467000
Vanessa Redgrave,1618,674000
Matthew Broderick,1619,819000
Christa B. Allen,1620,605000
Irina Shayk,1621,28200000
Peter Facinelli,1622,938000
Liza Weil,1623,453000
Tanya Roberts,1624,452000
Maggie Lawson,1625,401000
Leah Remini,1626,1170000
Mickey Rooney,1627,664000
Michael McKean,1628,423000
Armie Hammer,1629,721000
Richard Dormer,1630,170000
Tobias Menzies,1631,318000
Clark Gregg,1632,713000
Tom Wilkinson,1633,711000
Nick Nolte,1634,697000
Cody Horn,1635,301000
Steven Strait,1636,430000
Janet Leigh,1637,603000
Amy Ryan,1638,526000
Charlie Weber,1639,238000
Stacey Dash,1640,905000
Merrin Dungey,1641,242000
Josh Bowman,1642,558000
Kelli Garner,1643,490000
Hank Azaria,1644,556000
Peter Weller,1645,466000
Joan Allen,1646,507000
Kathy Bates,1647,812000
Billy Zane,1648,666000
Warren Christie,1649,204000
Steve Talley,1650,154000
Jerry O'Connell,1651,597000
